"id","nome_interno","nome_paciente","modalidade","regiao","contraste","lado","detalhe","convenio","exibir","revisar"
"128","TRANSVAGINAL COM DOPPLER | ECODOPPLER TRANSVAGINAL","ECO Doppler Transvaginal","ECO","Transvaginal","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TRANSVAGINAL COM DOPPLER; ECODOPPLER TRANSVAGINAL"
"129","DOPPLER COLORIDO 2 VASOS | DOPPLER COLORIDO DE ORGAOS | DOPLLERFLUXOMETRIA | DOPPLER DE ORGAO E ESTRUTURA ISOLADA | DOPPLER COLORIDO 1 VASO | DOPPLER COLORIDO 3 VASOS | DOPPLER CONVENCIONAL ORGAOSESTRUTURAS","ECO Doppler Vasos / Órgãos","ECO","Vasos / Órgãos","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: DOPPLER COLORIDO 2 VASOS; DOPPLER COLORIDO DE ORGAOS; DOPLLERFLUXOMETRIA; DOPPLER DE ORGAO E ESTRUTURA ISOLADA; DOPPLER COLORIDO 1 VASO; DOPPLER COLORIDO 3 VASOS; DOPPLER CONVENCIONAL ORGAOSESTRUTURAS"
"130","ECODOPPLER VEIA CAVA SUPERIOR OU INFERIOR | DOPPLER DE VEIA CAVA | DOPPLER DE VEIAS ILIACAS","ECO Doppler Veias Abdominais","ECO","Veias Abdominais","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECODOPPLER VEIA CAVA SUPERIOR OU INFERIOR; DOPPLER DE VEIA CAVA; DOPPLER DE VEIAS ILIACAS"
"131","ECODOPPLER ABDOMEN SUPERIOR (FÍGADO, VIAS BILIARES, VESÍCULA, PÂNCREAS, BAÇO)","ECO Doppler Vias Biliares","ECO","Vias Biliares","","","","","SIM",""
"132","ECODOPPLER GLOBO OCULAR (BILATERAL)","ECO Doppler Órbitas / Olhos","ECO","Órbitas / Olhos","","BILATERAL","","","SIM",""
"133","ECO FACE","ECO Face / Seios da Face","ECO","Face / Seios da Face","","","","","SIM",""
"134","ELASTOGRAFIA HEPÁTICA","ECO Fígado","ECO","Fígado","","","","","SIM",""
"135","GLANDULAS SALIVARES (TODAS) | ECO GLANDULAS SALIVARES (TODAS) | ECO GLANDULAS PAROTIDAS","ECO Glândulas Salivares","ECO","Glândulas Salivares","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: GLANDULAS SALIVARES (TODAS); ECO GLANDULAS SALIVARES (TODAS); ECO GLANDULAS PAROTIDAS"
"136","ECO GLUTEO DIREITO (NADEGA)","ECO Glúteo","ECO","Glúteo","","DIREITO","","","SIM",""
"137","ECO GLUTEO ESQUERDO (NADEGA)","ECO Glúteo","ECO","Glúteo","","ESQUERDO","","","SIM",""
"138","ECO REGIAO POPLITEA DIREITA (POSTERIOR JOELHO) | ECO TENDAO PATELAR DIREITO","ECO Joelho","ECO","Joelho","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO REGIAO POPLITEA DIREITA (POSTERIOR JOELHO); ECO TENDAO PATELAR DIREITO"
"139","ECO REGIAO POPLITEA ESQUERDA (POSTERIOR JOELHO) | ECO TENDAO PATELAR ESQUERDO","ECO Joelho","ECO","Joelho","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO REGIAO POPLITEA ESQUERDA (POSTERIOR JOELHO); ECO TENDAO PATELAR ESQUERDO"
"140","ECO MAMARIA MASCULINO","ECO Mamas","ECO","Mamas","","","masculino","","SIM",""
"141","ECOGRAFIA MAMARIA | ECO MAMARIA | ORGÃO SUPERFICIAIS (US MAMAS)","ECO Mamas","ECO","Mamas","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECOGRAFIA MAMARIA; ECO MAMARIA; ORGÃO SUPERFICIAIS (US MAMAS)"
"142","ECO DORSO DA MAO DIREITA | ECO REGIAO PALMAR DIREITA","ECO Mão","ECO","Mão","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO DORSO DA MAO DIREITA; ECO REGIAO PALMAR DIREITA"
"143","ECO DORSO DA MAO ESQUERDA | ECO REGIAO PALMAR ESQUERDA","ECO Mão","ECO","Mão","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO DORSO DA MAO ESQUERDA; ECO REGIAO PALMAR ESQUERDA"
"144","ECO OBSTETRICA GESTACAO MULTIPLA (CADA FETO)","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","gestação múltipla","","SIM",""
"145","ECO OBSTETRICA MORFOLOGICA 1 TRIMESTRE (RASTREAMENTO CROMOSSOMICO)","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","morfológica, rastreamento cromossômico","","SIM",""
"146","ECO OBSTETRICA MORFOLOGICA | OBSTETRICA MORFOLOGICA","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","morfológica","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO OBSTETRICA MORFOLOGICA; OBSTETRICA MORFOLOGICA"
"147","OBSTETRICA 1 TRI ENDOVAGINAL | UTERO GRAVIDO | ECO OBSTETRICA | ECO OBSTETRICA TRANSVAGINAL | ECO OBSTETRICA TRANSVAGINAL (1º TRIMESTRE) | OBSTETRICA","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: OBSTETRICA 1 TRI ENDOVAGINAL; UTERO GRAVIDO; ECO OBSTETRICA; ECO OBSTETRICA TRANSVAGINAL; ECO OBSTETRICA TRANSVAGINAL (1º TRIMESTRE); OBSTETRICA"
"148","OBSTETRICA 3D4D | ECO OBSTETRICA 3D / 4D","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","3D/4D","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: OBSTETRICA 3D4D; ECO OBSTETRICA 3D / 4D"
"149","OBSTETRICA C TN GEMELAR","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","translucência nucal, gemelar","","SIM",""
"150","OBSTETRICA C TN IPE","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","translucência nucal","IPE","SIM",""
"151","OBSTETRICA C TN | ECO OBSTETRICA COM TRANSLUCENCIA NUCAL | ECO TRANSVAGINAL COM TRANSLUCENCIA NUCAL","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","translucência nucal","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: OBSTETRICA C TN; ECO OBSTETRICA COM TRANSLUCENCIA NUCAL; ECO TRANSVAGINAL COM TRANSLUCENCIA NUCAL"
"152","OBSTETRICA COM PERFIL | PERFIL BIOFISICO FETAL | ECO OBSTETRICA: PERFIL BIOFISICO FETAL","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","perfil biofísico","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: OBSTETRICA COM PERFIL; PERFIL BIOFISICO FETAL; ECO OBSTETRICA: PERFIL BIOFISICO FETAL"
"153","OBSTETRICA COM RAST. CROMOSSOMICO GEMELAR","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","gemelar, rastreamento cromossômico","","SIM",""
"154","OBSTETRICA COM RASTREAMENTO CROMOSSOMICO","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","rastreamento cromossômico","","SIM",""
"155","OBSTETRICA GEMELAR CADA FETO","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","gemelar","","SIM",""
"156","OBSTETRICA MORFOLOGICA GEMELAR","ECO Obstétrica (Gestação)","ECO","Obstétrica (Gestação)","","","morfológica, gemelar","","SIM",""
"157","ECO REGIAO MENTONIANA (MUSCULO MAXILAR) | ECO GLANDULAS SUBMANDIBULARES","ECO Odontológica","ECO","Odontológica","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO REGIAO MENTONIANA (MUSCULO MAXILAR); ECO GLANDULAS SUBMANDIBULARES"
"158","ECO OMBRO DIREITO (PARTES MOLES/MUSCULO)","ECO Ombro","ECO","Ombro","","DIREITO","","","SIM",""
"159","ECO OMBRO ESQUERDO (PARTES MOLES/MUSCULO)","ECO Ombro","ECO","Ombro","","ESQUERDO","","","SIM",""
"160","ECO TRAPÉZIO (PARTES MOLES/MUSCULO)","ECO Ombro","ECO","Ombro","","","","","SIM",""
"161","ECO PAREDE ABDOMINAL","ECO Parede Abdominal","ECO","Parede Abdominal","","","","","SIM",""
"162","HIPOCONDRIO DIREITO","ECO Parede Abdominal","ECO","Parede Abdominal","","DIREITO","","","SIM",""
"163","ORGAOS SUPERFICIAIS | ECO DERMATOLOGICO (PELE E SUBCUTANEO) | ECO REGIAO DORSAL | ECO REGIAO LOMBAR | ECO PARTES MOLES","ECO Partes Moles","ECO","Partes Moles","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ORGAOS SUPERFICIAIS; ECO DERMATOLOGICO (PELE E SUBCUTANEO); ECO REGIAO DORSAL; ECO REGIAO LOMBAR; ECO PARTES MOLES"
"164","ECO PERNA DIREITA | ECO PANTURRILHA DIREITA | ECO TENDAO AQUILES DIREITO","ECO Perna","ECO","Perna","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO PERNA DIREITA; ECO PANTURRILHA DIREITA; ECO TENDAO AQUILES DIREITO"
"165","ECO PERNA ESQUERDA | ECO PANTURRILHA ESQUERDA | ECO TENDAO AQUILES ESQUERDO","ECO Perna","ECO","Perna","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO PERNA ESQUERDA; ECO PANTURRILHA ESQUERDA; ECO TENDAO AQUILES ESQUERDO"
"166","AVALIACAO DE LIPEDEMA DOS MEMBROS INFERIORES (BILATERAL)","ECO Perna (Membro Inferior)","ECO","Perna (Membro Inferior)","","BILATERAL","","","SIM",""
"167","ECO REGIAO PERINEAL","ECO Períneo","ECO","Períneo","","","","","SIM",""
"168","ECO REGIAO CERVICAL (PESCOÇO)","ECO Pescoço","ECO","Pescoço","","","","","SIM",""
"169","PROSTATA","ECO Próstata","ECO","Próstata","","","","","SIM",""
"170","PROSTATA (VIA ABDOMINAL) | ECO PROSTATA (VIA ABDOMINAL)","ECO Próstata","ECO","Próstata","","","via abdominal","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: PROSTATA (VIA ABDOMINAL); ECO PROSTATA (VIA ABDOMINAL)"
"171","PROSTATA (VIA ABDOMINAL/UNIMED)","ECO Próstata","ECO","Próstata","","","via abdominal","UNIMED","SIM",""
"172","PROSTATA TRANSRETAL | ECO PROSTATA TRANSRETAL","ECO Próstata","ECO","Próstata","","","transretal","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: PROSTATA TRANSRETAL; ECO PROSTATA TRANSRETAL"
"173","ECO PUNHO DIREITO (PARTES MOLES/MUSCULO) | ECO DORSO DO PUNHO DIREITO","ECO Punho","ECO","Punho","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO PUNHO DIREITO (PARTES MOLES/MUSCULO); ECO DORSO DO PUNHO DIREITO"
"174","ECO PUNHO ESQUERDO (PARTES MOLES/MUSCULO) | ECO DORSO DO PUNHO ESQUERDO","ECO Punho","ECO","Punho","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO PUNHO ESQUERDO (PARTES MOLES/MUSCULO); ECO DORSO DO PUNHO ESQUERDO"
"175","ECO ANTEPE DIREITO | ECO CALCANEO DIREITO | ECO DORSO DO PE DIREITO | ECO REGIAO PLANTAR DIREITA (FASCIA PLANTAR)","ECO Pé","ECO","Pé","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO ANTEPE DIREITO; ECO CALCANEO DIREITO; ECO DORSO DO PE DIREITO; ECO REGIAO PLANTAR DIREITA (FASCIA PLANTAR)"
"176","ECO ANTEPE ESQUERDO | ECO CALCANEO ESQUERDO | ECO DORSO DO PE ESQUERDO | ECO REGIAO PLANTAR ESQUERDA (FASCIA PLANTAR)","ECO Pé","ECO","Pé","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO ANTEPE ESQUERDO; ECO CALCANEO ESQUERDO; ECO DORSO DO PE ESQUERDO; ECO REGIAO PLANTAR ESQUERDA (FASCIA PLANTAR)"
"177","PELVICA","ECO Pélvica (Útero e Ovários)","ECO","Pélvica (Útero e Ovários)","","","","","SIM",""
"178","ECO PENIS","ECO Pênis","ECO","Pênis","","","","","SIM",""
"179","ECO SINFISE PUBICA (PUBIS)","ECO Púbis","ECO","Púbis","","","","","SIM",""
"180","ECO BOLSA TROCANTERICA DIREITA (MUSCULO QUADRIL) | ECO QUADRIL DIREITO (PARTES MOLES) | ECO TENDAO RETOFEMORAL DIREITO (QUADRIL)","ECO Quadril","ECO","Quadril","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO BOLSA TROCANTERICA DIREITA (MUSCULO QUADRIL); ECO QUADRIL DIREITO (PARTES MOLES); ECO TENDAO RETOFEMORAL DIREITO (QUADRIL)"
"181","ECO BOLSA TROCANTERICA ESQUERDA (MUSCULO QUADRIL) | ECO QUADRIL ESQUERDO (PARTES MOLES) | ECO TENDAO RETOFEMORAL ESQUERDA (QUADRIL)","ECO Quadril","ECO","Quadril","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO BOLSA TROCANTERICA ESQUERDA (MUSCULO QUADRIL); ECO QUADRIL ESQUERDO (PARTES MOLES); ECO TENDAO RETOFEMORAL ESQUERDA (QUADRIL)"
"182","ECO REGIAO INGUINAL DIREITA (MUSCULATURA) | ECO REGIAO INGUINAL DIREITA (INVESTIGACAO HERNIA)","ECO Região Inguinal (Hérnia)","ECO","Região Inguinal (Hérnia)","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO REGIAO INGUINAL DIREITA (MUSCULATURA); ECO REGIAO INGUINAL DIREITA (INVESTIGACAO HERNIA)"
"183","ECO REGIAO INGUINAL ESQUERDA (MUSCULATURA) | ECO REGIAO INGUINAL ESQUERDA (INVESTIGACAO HERNIA)","ECO Região Inguinal (Hérnia)","ECO","Região Inguinal (Hérnia)","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO REGIAO INGUINAL ESQUERDA (MUSCULATURA); ECO REGIAO INGUINAL ESQUERDA (INVESTIGACAO HERNIA)"
"184","ECO RETROPERITONIO (GRANDES VASOS OU ADRENAIS)","ECO Retroperitônio / Adrenais","ECO","Retroperitônio / Adrenais","","","","","SIM",""
"185","ECO TIREOIDE | ORGÃOS SUPERFICIAIS (US TIREOIDE)","ECO Tireoide","ECO","Tireoide","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO TIREOIDE; ORGÃOS SUPERFICIAIS (US TIREOIDE)"
"186","ECO TORNOZELO DIREITO (PARTES MOLES)","ECO Tornozelo","ECO","Tornozelo","","DIREITO","","","SIM",""
"187","ECO TORNOZELO ESQUERDO (PARTES MOLES)","ECO Tornozelo","ECO","Tornozelo","","ESQUERDO","","","SIM",""
"188","PELVICA TRANSVAGINAL | ECO TRANSVAGINAL (INCLUI PELVE) | PELVICA TRANSVAGINAL COM PREPARO INTESTINAL","ECO Transvaginal","ECO","Transvaginal","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: PELVICA TRANSVAGINAL; ECO TRANSVAGINAL (INCLUI PELVE); PELVICA TRANSVAGINAL COM PREPARO INTESTINAL"
"189","ECO TRANSVAGINAL CONTROLE OVULACAO (3 OU MAIS EXAMES) | TRANSVAGINAL PARA OVULAÇÃO (3 OU MAIS) | ECO TRANSVAGINAL PARA CONTROLE OVULAÇÃO (3 OU MAIS EXAMES)","ECO Transvaginal (Controle de Ovulação)","ECO","Transvaginal (Controle de Ovulação)","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECO TRANSVAGINAL CONTROLE OVULACAO (3 OU MAIS EXAMES); TRANSVAGINAL PARA OVULAÇÃO (3 OU MAIS); ECO TRANSVAGINAL PARA CONTROLE OVULAÇÃO (3 OU MAIS EXAMES)"
"190","ECOGRAFIA DE TORAX | TORAX EXTRACARDIACO | ECO PAREDE TORACICA | ECO REGIAO PEITORAL (PARTES MOLES) | ECO TORAX (PAREDE TORACICA/REGIAO PEITORAL)","ECO Tórax","ECO","Tórax","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECOGRAFIA DE TORAX; TORAX EXTRACARDIACO; ECO PAREDE TORACICA; ECO REGIAO PEITORAL (PARTES MOLES); ECO TORAX (PAREDE TORACICA/REGIAO PEITORAL)"
"191","ESTUDO DE 3 OU + VASOS","ECO Vasos / Órgãos","ECO","Vasos / Órgãos","","","","","SIM",""
"192","ECO ABDOME INFERIOR MASCULINO - (BEXIGA, PRÓSTATA E VESÍCULAS SEMINAIS)","ECO Vias Biliares","ECO","Vias Biliares","","","masculino","","SIM",""
"193","ECO ABDOME SUPERIOR (FÍGADO, VIAS BILIARES, VESÍCULA, PÂNCREAS, BAÇO)","ECO Vias Biliares","ECO","Vias Biliares","","","","","SIM",""
"194","ECO GLOBO OCULAR (BILATERAL)","ECO Órbitas / Olhos","ECO","Órbitas / Olhos","","BILATERAL","","","SIM",""
"195","ECOCARDIO FETAL - GEMELAR","Ecocardiograma Coração","ECO","Coração","","","gemelar","","SIM",""
"196","ECOCARDIOGRAMA PEDIATRICO","Ecocardiograma Coração","ECO","Coração","","","pediátrico","","SIM",""
"197","ECODOPPLERCARDIOGRAMA TRANSTORACICO | ECOCARDIOGRAMA C/ DOPPLER | ECOCARDIO FETAL A CORES | ECOCARDIO BI COM DOPPLER | ECOCARDIO BI COM FLUXO CORES | ECOCARDIOGRAFIA BIDIMENSIONAL | ECOCARDIOGRAFIA UNIDIMENSIONAL | ECODOPPLERCARDIOGRAMA FETAL | ECODOPPLERCARDIOGRAMA | ECOCARDIO FETAL | ECODOPPLERCARDIOGRAMA FETAL COM MAPEAMENTO DE FLUXO EM CORES POR FETO","Ecocardiograma Coração","ECO","Coração","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ECODOPPLERCARDIOGRAMA TRANSTORACICO; ECOCARDIOGRAMA C/ DOPPLER; ECOCARDIO FETAL A CORES; ECOCARDIO BI COM DOPPLER; ECOCARDIO BI COM FLUXO CORES; ECOCARDIOGRAFIA BIDIMENSIONAL; ECOCARDIOGRAFIA UNIDIMENSIONAL; ECODOPPLERCARDIOGRAMA FETAL; ECODOPPLERCARDIOGRAMA; ECOCARDIO FETAL; ECODOPPLERCARDIOGRAMA FETAL COM MAPEAMENTO DE FLUXO EM CORES POR FETO"
"198","MAMOGRAFIA DIGITAL | MAMOGRAFIA | MAMOGRAFIA (CONVENCIONAL)","Mamografia","MAMOGRAFIA","","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: MAMOGRAFIA DIGITAL; MAMOGRAFIA; MAMOGRAFIA (CONVENCIONAL)"
"199","01 ARCADA (A PARTIR) (IMPLANTODONTIA)","Odontologia: 01 Arcada (A Partir) (Implantodontia)","ODONTOLOGIA","Odontológica","","","","","SIM",""
"200","01 ARCADA (PERIODONTIA)","Odontologia: 01 Arcada (Periodontia)","ODONTOLOGIA","Odontológica","","","","","SIM",""
"201","01 DENTE OU 01 REGIAO (IMPLANTODONTIA)","Odontologia: 01 Dente Ou 01 Regiao (Implantodontia)","ODONTOLOGIA","Odontológica","","","","","SIM",""
"202","01 DENTE OU 01 REGIAO (PERIODONTIA)","Odontologia: 01 Dente Ou 01 Regiao (Periodontia)","ODONTOLOGIA","Odontológica","","","","","SIM",""
"203","02 ARCADAS (A PARTIR) (IMPLANTODONTIA)","Odontologia: 02 Arcadas (A Partir) (Implantodontia)","ODONTOLOGIA","Odontológica","","","","","SIM",""
"204","02 ARCADAS (PERIODONTIA)","Odontologia: 02 Arcadas (Periodontia)","ODONTOLOGIA","Odontológica","","","","","SIM",""
"205","ANALISE CEFALOMETRICA (CADA)","Odontologia: Analise Cefalometrica (Cada)","ODONTOLOGIA","Odontológica","","","","","SIM",""
"206","ANALISE ESPACO AEREO","Odontologia: Analise Espaco Aereo","ODONTOLOGIA","Odontológica","","","","","SIM",""
"207","DOC BASICA DANA","Odontologia: Doc Basica Dana","ODONTOLOGIA","Odontológica","","","","","SIM",""
"208","DOC BASICA IPAG","Odontologia: Doc Basica Ipag","ODONTOLOGIA","Odontológica","","","","","SIM",""
"209","DOC CIRURG ORTOGNATICA - 01 ARCADA","Odontologia: Doc Cirurg Ortognatica - 01 Arcada","ODONTOLOGIA","Odontológica","","","","","SIM",""
"210","DOC CIRURG ORTOGNATICA - 02 ARCADAS","Odontologia: Doc Cirurg Ortognatica - 02 Arcadas","ODONTOLOGIA","Odontológica","","","","","SIM",""
"211","DOC CIRURG ORTOGNATICA - FACE","Odontologia: Doc Cirurg Ortognatica - Face","ODONTOLOGIA","Face / Seios da Face","","","","","SIM",""
"212","DOC COMPLETA IPAG","Odontologia: Doc Completa Ipag","ODONTOLOGIA","Odontológica","","","","","SIM",""
"213","DOC PARA CTBMF - 01 ARCADA","Odontologia: Doc Para Ctbmf - 01 Arcada","ODONTOLOGIA","Odontológica","","","","","SIM",""
"214","DOC PARA CTBMF - 01 DENTE OU 01 REGIAO","Odontologia: Doc Para Ctbmf - 01 Dente Ou 01 Regiao","ODONTOLOGIA","Odontológica","","","","","SIM",""
"215","DOC PARA CTBMF - 02 ARCADAS","Odontologia: Doc Para Ctbmf - 02 Arcadas","ODONTOLOGIA","Odontológica","","","","","SIM",""
"216","DOC PARA CTBMF - FACE","Odontologia: Doc Para Ctbmf - Face","ODONTOLOGIA","Face / Seios da Face","","","","","SIM",""
"217","DOC PARA ENDODONTIA - 01 ARCADA","Odontologia: Doc Para Endodontia - 01 Arcada","ODONTOLOGIA","Odontológica","","","","","SIM",""
"218","DOC PARA ENDODONTIA - 01 DENTE / 01 REGIAO","Odontologia: Doc Para Endodontia - 01 Dente / 01 Regiao","ODONTOLOGIA","Odontológica","","","","","SIM",""
"219","DOC PARA ENDODONTIA - 02 ARCADAS","Odontologia: Doc Para Endodontia - 02 Arcadas","ODONTOLOGIA","Odontológica","","","","","SIM",""
"220","DOC PERSONALIZADA ANI MARI","Odontologia: Doc Personalizada Ani Mari","ODONTOLOGIA","Odontológica","","","","","SIM",""
"221","DOC. BASICA + 1 CEFALOMETRIA","Odontologia: Doc. Basica + 1 Cefalometria","ODONTOLOGIA","Odontológica","","","","","SIM",""
"222","DOC. BASICA + 2 CEFALOMETRIA","Odontologia: Doc. Basica + 2 Cefalometria","ODONTOLOGIA","Odontológica","","","","","SIM",""
"223","DOC. BASICA + 3 CEFALOMETRIA","Odontologia: Doc. Basica + 3 Cefalometria","ODONTOLOGIA","Odontológica","","","","","SIM",""
"224","DOC. COMPLETA + 1 CEFALOMETRIA","Odontologia: Doc. Completa + 1 Cefalometria","ODONTOLOGIA","Odontológica","","","","","SIM",""
"225","DOC. COMPLETA + 2 CEFALOMETRIA","Odontologia: Doc. Completa + 2 Cefalometria","ODONTOLOGIA","Odontológica","","","","","SIM",""
"226","DOC. COMPLETA + 3 CEFALOMETRIA","Odontologia: Doc. Completa + 3 Cefalometria","ODONTOLOGIA","Odontológica","","","","","SIM",""
"227","DOC. ORTODONTICA BASICA FINALIZAÇÃO","Odontologia: Doc. Ortodontica Basica Finalização","ODONTOLOGIA","Odontológica","","","","","SIM",""
"228","DOC. ORTODONTICA BÁS.FINALIZAÇÃO S/MOLDE","Odontologia: Doc. Ortodontica Bás.Finalização S/Molde","ODONTOLOGIA","Odontológica","","","","","SIM",""
"229","DOC. ORTODONTICA COMP. FINALIZAÇÃO","Odontologia: Doc. Ortodontica Comp. Finalização","ODONTOLOGIA","Odontológica","","","","","SIM",""
"230","DOCUMENTACAO ORTODONTICA BASICA","Odontologia: Documentacao Ortodontica Basica","ODONTOLOGIA","Odontológica","","","","","SIM",""
"231","DOCUMENTACAO ORTODONTICA COMPLETA","Odontologia: Documentacao Ortodontica Completa","ODONTOLOGIA","Odontológica","","","","","SIM",""
"232","DOCUMENTACAO ORTOPEDICA","Odontologia: Documentacao Ortopedica","ODONTOLOGIA","Odontológica","","","","","SIM",""
